intercept,block-mean,block-lin,derivative-1,derivative-2,derivative-3,derivative-4
1.0,0.8998790528581738,-1.4492581082295501,-0.16908999800551383,-0.5127613971153993,0.190006471355839,0.5071038967686226
1.0,0.8784603878833974,-1.4341599152301852,-0.1281419587252717,-0.490732263058312,0.14419960021555384,0.49091887185589356
1.0,0.8627504233040999,-1.4230858320643696,-0.09330394359946756,-0.47003848162372774,0.1052155497192222,0.4743120332557803
1.0,0.8517042306910715,-1.415299280093177,-0.06579507837924675,-0.453040306396269,0.07442651120985362,0.46008109780692347
1.0,0.8442251921791285,-1.4100272443693826,-0.04533053645890798,-0.44020597125219263,0.05151839934847774,0.44906336513892126
1.0,0.8393310611659476,-1.4065773311890704,-0.030845817089556905,-0.4310896816995146,0.03530235082176405,0.44110523786838635
1.0,0.8362261059607136,-1.4043886227425721,-0.02102278945298821,-0.42491867023247154,0.02430425916036427,0.43565261312082354
1.0,0.8343111966684452,-1.4030387874421462,-0.014606017617955977,-0.4209050484696156,0.017119401453934535,0.4320733104194302
1.0,0.8331604863363037,-1.4022276422703301,-0.01055143474040424,-0.41838268959683245,0.01257923268446307,0.429807325204174
1.0,0.8324853416363934,-1.4017517272217614,-0.008064773554449284,-0.41684463012050466,0.009794633696447523,0.4284172647587263
1.0,0.8320978825323739,-1.401478604114475,-0.006580337854441346,-0.415931705518293,0.008132275581576497,0.42758802004104446
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
1.0,0.8318876754961017,-1.4013304274467318,-0.005746568516976058,-0.4154216885087088,0.007198540677935433,0.42712279169743245
